row_id,text,true_label,predicted_label,positive_probability,negative_probability,correct
519,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,NEGATIVE,NEGATIVE,0.3716,0.6284,True
43,Sales increased due to growing market rates and increased operations .,POSITIVE,POSITIVE,0.7197,0.2803,True
1196,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,POSITIVE,POSITIVE,0.6923,0.3077,True
1177,"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",POSITIVE,POSITIVE,0.7281,0.2719,True
791,Productional situation has now improved .,POSITIVE,POSITIVE,0.6231,0.3769,True
465,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,POSITIVE,POSITIVE,0.7935,0.2065,True
1272,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,POSITIVE,NEGATIVE,0.3055,0.6945,False
1774,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",NEGATIVE,NEGATIVE,0.2629,0.7371,True
184,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",POSITIVE,POSITIVE,0.6385,0.3615,True
1097,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",POSITIVE,POSITIVE,0.6039,0.3961,True
1091,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",POSITIVE,NEGATIVE,0.4143,0.5857,False
751,`` Demand for sports equipment was good in 2005 .,POSITIVE,POSITIVE,0.6706,0.3294,True
726,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,POSITIVE,POSITIVE,0.5826,0.4174,True
1310,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,POSITIVE,POSITIVE,0.7165,0.2835,True
555,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",POSITIVE,NEGATIVE,0.4758,0.5242,False
1503,"By cutting the number of plants , the group will trim fixed costs .",POSITIVE,NEGATIVE,0.436,0.564,False
167,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,POSITIVE,NEGATIVE,0.4822,0.5178,False
393,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,POSITIVE,POSITIVE,0.7023,0.2977,True
1081,More than a third of the original participants dropped out due to nausea and other side effects .,NEGATIVE,NEGATIVE,0.3018,0.6982,True
1847,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,NEGATIVE,NEGATIVE,0.2113,0.7887,True
458,"This truly takes efficiency to new heights , '' Mr. Metso adds .",POSITIVE,POSITIVE,0.6745,0.3255,True
1676,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",POSITIVE,POSITIVE,0.8033,0.1967,True
1268,Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,POSITIVE,NEGATIVE,0.2879,0.7121,False
1346,"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",POSITIVE,POSITIVE,0.6261,0.3739,True
1952,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",NEGATIVE,NEGATIVE,0.257,0.743,True
711,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,POSITIVE,POSITIVE,0.6778,0.3222,True
1831,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,NEGATIVE,NEGATIVE,0.2016,0.7984,True
508,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,POSITIVE,NEGATIVE,0.341,0.659,False
1228,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,POSITIVE,POSITIVE,0.6134,0.3866,True
177,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,POSITIVE,POSITIVE,0.7264,0.2736,True
233,Passenger volumes rose by 8.4 % in the accounting period .,POSITIVE,POSITIVE,0.6205,0.3795,True
1539,It is a disappointment to see the plan folded .,NEGATIVE,POSITIVE,0.7275,0.2725,False
775,"Exel Composites ' long-term growth prospects remain favourable , however .",POSITIVE,POSITIVE,0.637,0.363,True
525,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",NEGATIVE,NEGATIVE,0.1931,0.8069,True
250,Sales of clothing developed best .,POSITIVE,POSITIVE,0.6301,0.3699,True
47,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",POSITIVE,POSITIVE,0.6512,0.3488,True
1086,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,NEGATIVE,NEGATIVE,0.3975,0.6025,True
1495,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",POSITIVE,NEGATIVE,0.4041,0.5959,False
1222,The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',POSITIVE,POSITIVE,0.8016,0.1984,True
363,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",POSITIVE,POSITIVE,0.7534,0.2466,True
1116,Net sales revenue per passenger is expected to increase .,POSITIVE,POSITIVE,0.8024,0.1976,True
1247,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",POSITIVE,POSITIVE,0.6893,0.3107,True
409,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",POSITIVE,POSITIVE,0.51,0.49,True
28,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",POSITIVE,POSITIVE,0.7093,0.2907,True
446,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",POSITIVE,POSITIVE,0.7485,0.2515,True
1454,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,NEGATIVE,NEGATIVE,0.311,0.689,True
705,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,POSITIVE,POSITIVE,0.6546,0.3454,True
1566,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",NEGATIVE,NEGATIVE,0.4595,0.5405,True
1209,The actions are expected to deliver annual cost savings of some EUR15-20m .,POSITIVE,POSITIVE,0.7581,0.2419,True
1739,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",NEGATIVE,NEGATIVE,0.2684,0.7316,True
1163,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,POSITIVE,NEGATIVE,0.4777,0.5223,False
1284,"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",POSITIVE,NEGATIVE,0.4501,0.5499,False
1848,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",NEGATIVE,NEGATIVE,0.1206,0.8794,True
981,EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,POSITIVE,POSITIVE,0.7947,0.2053,True
661,Cash flow from operating activities is estimated to be positive .,POSITIVE,POSITIVE,0.608,0.392,True
1732,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",NEGATIVE,POSITIVE,0.6496,0.3504,False
1443,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",NEGATIVE,NEGATIVE,0.1451,0.8549,True
856,Atria Group is a leading Scandinavian meat products group .,POSITIVE,POSITIVE,0.7284,0.2716,True
1179,"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",POSITIVE,POSITIVE,0.5404,0.4596,True
821,Uponor improved its performance in spite of the decrease in residential construction in the US .,POSITIVE,POSITIVE,0.5133,0.4867,True
91,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",POSITIVE,POSITIVE,0.6956,0.3044,True
535,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",POSITIVE,POSITIVE,0.5329,0.4671,True
1579,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,NEGATIVE,POSITIVE,0.5321,0.4679,False
1695,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",POSITIVE,POSITIVE,0.6658,0.3342,True
105,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",POSITIVE,POSITIVE,0.5842,0.4158,True
835,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",POSITIVE,POSITIVE,0.7289,0.2711,True
224,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,POSITIVE,POSITIVE,0.7582,0.2418,True
203,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",POSITIVE,POSITIVE,0.6654,0.3346,True
713,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",POSITIVE,POSITIVE,0.7505,0.2495,True
93,"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",POSITIVE,POSITIVE,0.6412,0.3588,True
1207,"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",POSITIVE,POSITIVE,0.7084,0.2916,True
392,Estonia 's beer market overall grew three percent last year to 130 million liters .,POSITIVE,POSITIVE,0.6771,0.3229,True
1393,The company will use the assets for strengthening its balance sheet and financial position .,POSITIVE,POSITIVE,0.7454,0.2546,True
756,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",POSITIVE,POSITIVE,0.7567,0.2433,True
682,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",POSITIVE,NEGATIVE,0.486,0.514,False
339,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",POSITIVE,POSITIVE,0.7678,0.2322,True
1783,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",NEGATIVE,NEGATIVE,0.2193,0.7807,True
358,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",POSITIVE,POSITIVE,0.7677,0.2323,True
1931,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",NEGATIVE,NEGATIVE,0.354,0.646,True
1762,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",NEGATIVE,NEGATIVE,0.4625,0.5375,True
1425,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,NEGATIVE,NEGATIVE,0.4109,0.5891,True
1535,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,NEGATIVE,NEGATIVE,0.1718,0.8282,True
1804,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,NEGATIVE,NEGATIVE,0.261,0.739,True
1344,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",POSITIVE,POSITIVE,0.6557,0.3443,True
1350,New product launches in Finland will more than double from 2005 .,POSITIVE,POSITIVE,0.584,0.416,True
1011,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",POSITIVE,POSITIVE,0.6529,0.3471,True
118,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,POSITIVE,POSITIVE,0.8357,0.1643,True
1164,"In the end of 2006 , the number of outlets will rise to 60-70 .",POSITIVE,POSITIVE,0.5269,0.4731,True
1723,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",NEGATIVE,NEGATIVE,0.4498,0.5502,True
864,"Furthermore , our fully electrically driven cranes are environmentally friendly .",POSITIVE,POSITIVE,0.6851,0.3149,True
1288,This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,POSITIVE,POSITIVE,0.7879,0.2121,True
510,"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",POSITIVE,NEGATIVE,0.4607,0.5393,False
1258,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,POSITIVE,NEGATIVE,0.4839,0.5161,False
348,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",POSITIVE,POSITIVE,0.541,0.459,True
1235,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,POSITIVE,POSITIVE,0.7594,0.2406,True
405,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",POSITIVE,POSITIVE,0.6823,0.3177,True
1037,"It combines a perfect price performance with sophisticated management facilities , the company said .",POSITIVE,POSITIVE,0.6464,0.3536,True
920,The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,POSITIVE,POSITIVE,0.7542,0.2458,True
1302,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",POSITIVE,POSITIVE,0.6426,0.3574,True
804,The EPS improved to EUR0 .38 from EUR0 .27 .,POSITIVE,POSITIVE,0.5874,0.4126,True
83,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,POSITIVE,POSITIVE,0.705,0.295,True
56,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",POSITIVE,POSITIVE,0.6518,0.3482,True
1876,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",NEGATIVE,NEGATIVE,0.3652,0.6348,True
1861,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,NEGATIVE,NEGATIVE,0.4644,0.5356,True
1093,"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",POSITIVE,POSITIVE,0.563,0.437,True
368,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,POSITIVE,POSITIVE,0.6983,0.3017,True
166,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",POSITIVE,POSITIVE,0.7572,0.2428,True
484,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',POSITIVE,POSITIVE,0.8594,0.1406,True
138,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",POSITIVE,POSITIVE,0.7185,0.2815,True
1922,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",NEGATIVE,POSITIVE,0.5359,0.4641,False
868,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",POSITIVE,POSITIVE,0.7553,0.2447,True
1522,Applying for summer work is seen as laborious and stressful .,NEGATIVE,POSITIVE,0.7287,0.2713,False
1509,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",NEGATIVE,POSITIVE,0.5565,0.4435,False
1479,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",NEGATIVE,POSITIVE,0.5965,0.4035,False
832,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",POSITIVE,POSITIVE,0.6732,0.3268,True
268,The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,POSITIVE,POSITIVE,0.5754,0.4246,True
455,The cooperation will double The Switch 's converter capacity .,POSITIVE,POSITIVE,0.7267,0.2733,True
1281,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",POSITIVE,NEGATIVE,0.4068,0.5932,False
719,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,POSITIVE,POSITIVE,0.6387,0.3613,True
919,Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,POSITIVE,POSITIVE,0.6609,0.3391,True
98,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",POSITIVE,POSITIVE,0.7587,0.2413,True
843,"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",POSITIVE,POSITIVE,0.6983,0.3017,True
360,"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",POSITIVE,POSITIVE,0.7733,0.2267,True
1710,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",POSITIVE,NEGATIVE,0.4037,0.5963,False
1964,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",NEGATIVE,NEGATIVE,0.4178,0.5822,True
1640,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,NEGATIVE,NEGATIVE,0.3702,0.6298,True
1245,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,POSITIVE,POSITIVE,0.5338,0.4662,True
1494,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",POSITIVE,NEGATIVE,0.3905,0.6095,False
1384,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",POSITIVE,POSITIVE,0.7606,0.2394,True
78,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,POSITIVE,POSITIVE,0.6824,0.3176,True
1586,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",NEGATIVE,NEGATIVE,0.326,0.674,True
671,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,POSITIVE,POSITIVE,0.7032,0.2968,True
736,"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",POSITIVE,POSITIVE,0.5743,0.4257,True
676,"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",POSITIVE,POSITIVE,0.5702,0.4298,True
1417,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",NEGATIVE,NEGATIVE,0.3871,0.6129,True
1923,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",NEGATIVE,NEGATIVE,0.4225,0.5775,True
1372,A total of 140 jobs will be reduced at the Raahe Steel Works .,NEGATIVE,NEGATIVE,0.3395,0.6605,True
703,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,POSITIVE,POSITIVE,0.7207,0.2793,True
872,"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",POSITIVE,POSITIVE,0.5893,0.4107,True
107,The Department Store Division reported an increase in sales of 4 per cent .,POSITIVE,POSITIVE,0.6534,0.3466,True
1340,"Jobs will not be transferred from Finland , however .",POSITIVE,NEGATIVE,0.3055,0.6945,False
911,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",POSITIVE,NEGATIVE,0.4679,0.5321,False
1924,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",NEGATIVE,NEGATIVE,0.2567,0.7433,True
1076,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",POSITIVE,POSITIVE,0.7922,0.2078,True
961,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,POSITIVE,POSITIVE,0.767,0.233,True
390,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,POSITIVE,POSITIVE,0.6647,0.3353,True
526,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",NEGATIVE,NEGATIVE,0.1588,0.8412,True
1327,"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",POSITIVE,POSITIVE,0.5733,0.4267,True
337,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",POSITIVE,POSITIVE,0.7958,0.2042,True
154,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",POSITIVE,POSITIVE,0.6804,0.3196,True
1741,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",NEGATIVE,NEGATIVE,0.2586,0.7414,True
1525,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,NEGATIVE,NEGATIVE,0.3097,0.6903,True
133,Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,POSITIVE,POSITIVE,0.5989,0.4011,True
1655,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,NEGATIVE,POSITIVE,0.5188,0.4812,False
493,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",POSITIVE,POSITIVE,0.5698,0.4302,True
754,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,POSITIVE,POSITIVE,0.5514,0.4486,True
1160,"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",POSITIVE,POSITIVE,0.6576,0.3424,True
1580,`` Those uncertainties cloud the long-term outlook . '',NEGATIVE,POSITIVE,0.6368,0.3632,False
1709,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,NEGATIVE,NEGATIVE,0.3944,0.6056,True
548,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",POSITIVE,POSITIVE,0.7163,0.2837,True
1448,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",NEGATIVE,NEGATIVE,0.2747,0.7253,True
81,Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,POSITIVE,POSITIVE,0.737,0.263,True
1113,"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .",POSITIVE,POSITIVE,0.7113,0.2887,True
111,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",POSITIVE,POSITIVE,0.6861,0.3139,True
1845,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",NEGATIVE,NEGATIVE,0.147,0.853,True
1577,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",NEGATIVE,POSITIVE,0.7502,0.2498,False
929,This is the first time Finnair has been awarded an agreement with the UK government .,POSITIVE,POSITIVE,0.8063,0.1937,True
464,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",POSITIVE,POSITIVE,0.5264,0.4736,True
1141,Acquisitions have been made and businesses have been well integrated .,POSITIVE,POSITIVE,0.5683,0.4317,True
1365,"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",NEGATIVE,NEGATIVE,0.2593,0.7407,True
239,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",POSITIVE,POSITIVE,0.7883,0.2117,True
303,"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile .",POSITIVE,POSITIVE,0.8575,0.1425,True
1605,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",NEGATIVE,NEGATIVE,0.4218,0.5782,True
1817,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,NEGATIVE,NEGATIVE,0.2216,0.7784,True
1937,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,NEGATIVE,POSITIVE,0.6837,0.3163,False
