text,true_label
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",NEGATIVE
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",POSITIVE
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,POSITIVE
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,POSITIVE
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",POSITIVE
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",POSITIVE
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",POSITIVE
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",POSITIVE
Also construction expenses have gone up in Russia .,NEGATIVE
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,NEGATIVE
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",NEGATIVE
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",NEGATIVE
Salonen added that data shows producers ' pulp inventories in North America are declining . ',NEGATIVE
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,NEGATIVE
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",POSITIVE
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",POSITIVE
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",POSITIVE
"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",POSITIVE
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",POSITIVE
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",POSITIVE
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",POSITIVE
"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .",POSITIVE
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",POSITIVE
Cash Flow from Operations for the most recent quarter also reached a eight year low .,NEGATIVE
Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,POSITIVE
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",POSITIVE
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",POSITIVE
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",POSITIVE
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",POSITIVE
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",POSITIVE
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,POSITIVE
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",POSITIVE
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",POSITIVE
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",POSITIVE
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",POSITIVE
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,POSITIVE
"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",POSITIVE
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",POSITIVE
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",POSITIVE
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",POSITIVE
"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",POSITIVE
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,NEGATIVE
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",NEGATIVE
"At this growth rate , paying off the national debt will be extremely painful .",NEGATIVE
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,NEGATIVE
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",NEGATIVE
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",NEGATIVE
Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,POSITIVE
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",POSITIVE
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,POSITIVE
Repeats sees 2008 EBITA above 18 pct of sales .,POSITIVE
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,POSITIVE
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",POSITIVE
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",POSITIVE
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",POSITIVE
`` The Government has had a very professional approach in assessing the offer .,POSITIVE
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",POSITIVE
`` This is a win for all OEMs targeting to develop WiMAX products .,POSITIVE
"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",POSITIVE
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",POSITIVE
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",POSITIVE
"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",POSITIVE
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",POSITIVE
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,POSITIVE
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",POSITIVE
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",POSITIVE
"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",POSITIVE
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,POSITIVE
Demand was brisk as expected and order levels have remained high .,POSITIVE
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",POSITIVE
Espoon kaupunki awarded contracts for personal care products .,POSITIVE
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",POSITIVE
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,POSITIVE
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",POSITIVE
"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",POSITIVE
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",POSITIVE
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,POSITIVE
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,POSITIVE
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,POSITIVE
Net cash flow from operations is expected to remain positive .,POSITIVE
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",POSITIVE
Olvi has posted a strong set of figures for the first six months of this year .,POSITIVE
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,POSITIVE
Our standardised services have met with a positive reception among our customers as well as at Itella .,POSITIVE
Performance in the second half of 2009 exceeded expectations .,POSITIVE
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,POSITIVE
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",POSITIVE
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",POSITIVE
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,POSITIVE
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,POSITIVE
"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",POSITIVE
The acquisition is expected to improve access to chrome ore resources in Turkey .,POSITIVE
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,POSITIVE
"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",POSITIVE
The estimated synergy benefits are at least EUR7m annually .,POSITIVE
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,POSITIVE
The objective of the planned measures is to achieve significant savings in the next few years .,POSITIVE
The rebuilds are designed to improve the machines ' performance and product quality .,POSITIVE
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",POSITIVE
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",POSITIVE
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",POSITIVE
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",POSITIVE
`` Stonesoft sees great promise in the future of IPv6 .,POSITIVE
`` The combined activities will create value for shareholders and be good for our employees and customers .,POSITIVE
`` The trend in the sports and leisure markets was favorable in the first months of the year .,POSITIVE
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",POSITIVE
16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,POSITIVE
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,POSITIVE
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",POSITIVE
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,POSITIVE
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",POSITIVE
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",POSITIVE
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,POSITIVE
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",POSITIVE
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",POSITIVE
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,POSITIVE
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,POSITIVE
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",POSITIVE
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",POSITIVE
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",POSITIVE
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",POSITIVE
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",POSITIVE
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",POSITIVE
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",POSITIVE
"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",POSITIVE
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",POSITIVE
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",POSITIVE
All of Raisio 's divisions recorded an operating profit .,POSITIVE
"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",POSITIVE
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",POSITIVE
"As a domestic business , Best-In is already close to Finnish dog owners .",POSITIVE
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",POSITIVE
Cash flow from operating activities is estimated to be positive .,POSITIVE
Cision says the sale will return its U.K. operation to profitability .,POSITIVE
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",POSITIVE
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",POSITIVE
"Department store sales improved by 14 % to EUR 1,070.6 mn .",POSITIVE
DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,POSITIVE
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",POSITIVE
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",POSITIVE
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",POSITIVE
"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization .",POSITIVE
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,POSITIVE
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,POSITIVE
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",POSITIVE
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",POSITIVE
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",POSITIVE
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",POSITIVE
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",POSITIVE
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,POSITIVE
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,POSITIVE
"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",POSITIVE
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",POSITIVE
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",POSITIVE
"However , the broker gave an `` outperform '' recommendation on the stock .",POSITIVE
"However , the total orders received will still be above last year s levels .",POSITIVE
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",POSITIVE
"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",POSITIVE
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",POSITIVE
Industry Investment is very interested in Glaston 's solar energy projects .,POSITIVE
It is now the leading private road ambulance service company in Finland .,POSITIVE
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",POSITIVE
"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .",POSITIVE
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,POSITIVE
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",POSITIVE
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",POSITIVE
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",POSITIVE
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",POSITIVE
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",POSITIVE
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",POSITIVE
"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",POSITIVE
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,POSITIVE
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",POSITIVE
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,POSITIVE
Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,POSITIVE
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",POSITIVE
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,POSITIVE
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",POSITIVE
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,POSITIVE
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",POSITIVE
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",POSITIVE
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",POSITIVE
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,POSITIVE
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,POSITIVE
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",POSITIVE
Sports equipment sales also progressed well owing to the prolonged winter season .,POSITIVE
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,POSITIVE
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,POSITIVE
That topped consensus forecasts for earnings of 0.21 euros a share .,POSITIVE
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,POSITIVE
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,POSITIVE
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,POSITIVE
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",POSITIVE
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",POSITIVE
"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said .",POSITIVE
The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,POSITIVE
The company aims to maintain this trend in profitability during the current year .,POSITIVE
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,POSITIVE
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",POSITIVE
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,POSITIVE
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",POSITIVE
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,POSITIVE
The company will also be compensated for acting as a reserve batch plant .,POSITIVE
The Group also has a strong global position in other fishing categories .,POSITIVE
The Group 's cash flow from operations will be positive .,POSITIVE
The mill has long traditions and holds an established position in the markets .,POSITIVE
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",POSITIVE
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",POSITIVE
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,POSITIVE
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",POSITIVE
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",POSITIVE
This combined with foreign investments creates interesting opportunities for Solteq .,POSITIVE
"This is Done Logistics ' largest order in Norway , the diversified group said .",POSITIVE
This resulted in improved sales figures in Sweden .,POSITIVE
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",POSITIVE
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",POSITIVE
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,POSITIVE
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",POSITIVE
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",POSITIVE
We are now in a position to pursue novel clinical candidates going forward . '',POSITIVE
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,POSITIVE
`` Consumers have very well received our packed fresh meat .,POSITIVE
`` Demand for sports equipment was good in 2005 .,POSITIVE
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",POSITIVE
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,POSITIVE
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,POSITIVE
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",POSITIVE
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",POSITIVE
`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,POSITIVE
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",POSITIVE
`` We 've been feeling quite positive about the region as a whole .,POSITIVE
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,POSITIVE
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,POSITIVE
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",POSITIVE
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,POSITIVE
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,POSITIVE
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,POSITIVE
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",POSITIVE
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",POSITIVE
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",POSITIVE
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,POSITIVE
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,POSITIVE
Deliveries have started and the network will be ready for a launch soon .,POSITIVE
